#序號 字 小韻序號 頁碼
12483 出 1948 46
12484 黜 1948 46
12485 絀 1948 46
12486 怵 1948 47
12487 恤 1949 47
12488 卹 1949 47
12489 訹 1949 47
12490 怵 1949 47
12491 戌 1949 47
12492 珬 1949 47
12493 焌 1950 47
12494 卒 1951 47
12495 啐 1951 47
12496 捽 1951 47
12497 踤 1951 47
12498 崒 1952 47
12499 誶 1952 47
12500 窋 1953 47
12501 㤕 1953 47
12502 律 1954 47
12503 繂 1954 47
12504 𦆽 1954 47
12505 嵂 1954 47
12506 㠥 1954 47
12507 膟 1954 47
12508 率 1954 47
12509 聿 1955 48
12510 遹 1955 48
12511 矞 1955 48
12512 霱 1955 48
12513 潏 1955 48
12514 繘 1955 48
12515 鴪 1955 48
12516 鷸 1955 48
12517 驈 1955 48
12518 䫻 1955 48
12519 汩 1955 48
12520 櫛 1956 48
12521 楖 1956 48
12522 𥠈 1956 48
12523 瀄 1956 49
12524 瑟 1957 49
12525 璱 1957 49
12526 飋 1957 49
12527 蝨 1957 49
12528 虱 1957 49
12529 勿 1958 49
12530 物 1958 49
12531 芴 1958 49
12532 岉 1958 49
12533 昒 1958 49/50
12534 沕 1958 50
12535 拂 1959 50
12536 柫 1959 50
12537 刜 1959 50
12538 髴 1959 50
12539 彿 1959 50
12540 佛 1959 50
12541 弗 1959 50
12542 祓 1959 50
12543 不 1959 50
12544 韍 1959 50
12545 芾 1959 50
12546 黻 1959 50
12547 紱 1959 50/51
12548 袚 1959 51
12549 紼 1959 51
12550 綍 1959 51
12551 茀 1959 51
12552 蔽 1959 51
12553 笰 1959 51
12554 茇 1959 51
12555 翇 1959 51
12556 帗 1959 51
12557 冹 1959 51
12558 沸 1959 51
12559 佛 1960 51
12560 咈 1960 51
12561 怫 1960 51
12562 岪 1960 51
12563 坲 1960 52
12564 欻 1961 52
12565 䬍 1961 52
12566 屈 1962 52
12567 詘 1962 52
12568 絀 1962 52
12569 屈 1963 52
12570 𠜾 1963 52
12571 厥 1963 52
12572 倔 1964 52
12573 𩋎 1964 52
12574 屈 1964 52
12575 詘 1964 52
12576 淈 1964 52
12577 䘿 1964 52
12578 崛 1964 52
12579 掘 1964 52
12580 堀 1964 52
12581 鬱 1965 53
12582 蔚 1965 53
12583 罻 1965 53
12584 尉 1965 53
12585 菀 1965 53
12586 苑 1965 53
12587 貍 1965 53
12588 沒 1966 53
12589 歿 1966 53
12590 圽 1966 53/54
12591 勿 1966 54
12592 孛 1967 54
12593 茀 1967 54
12594 勃 1967 54
12595 悖 1967 54
12596 誖 1967 54
12597 浡 1967 54
12598 佛 1967 54
12599 渤 1967 54
12600 㪍 1967 54
12601 㶿 1967 54
12602 馞 1967 54
12603 艴 1967 54
12604 桲 1967 54
12605 不 1968 54
12606 窣 1969 54
12607 卹 1969 54
12608 卒 1970 54/55
12609 猝 1970 55
12610 卒 1971 55
12611 倅 1971 55
12612 稡 1971 55
12613 咄 1972 55
12614 頓 1972 55
12615 對 1972 55
12616 柮 1972 55
12617 硉 1973 55
12618 朏 1974 55
12619 昢 1974 55
12620 突 1975 55
12621 揬 1975 55
12622 怢 1975 55
12623 腯 1975 55
12624 堗 1975 56
12625 鈯 1975 56
12626 訥 1976 56
12627 呐 1976 56
12628 覈 1977 56
12629 麧 1977 56
12630 籺 1977 56
12631 齕 1977 56
12632 紇 1977 56
12633 鶻 1978 56
12634 淈 1978 56
12635 核 1978 56
12636 鴙 1978 56
12637 汩 1978 56/57
12638 滑 1978 57
12639 忽 1979 57
12640 惚 1979 57
12641 曶 1979 57
12642 昒 1979 57
12643 芴 1979 57
12644 笏 1979 57
12645 窟 1980 57
12646 堀 1980 57
12647 𩨳 1980 57
12648 𩑔 1980 57
12649 矻 1980 57
12650 骨 1981 57
12651 汩 1981 57/58
12652 愲 1981 58
12653 搰 1981 58
12654 淈 1981 58
12655 滑 1981 58
12656 兀 1982 58
12657 掘 1982 58
12658 崫 1982 58
12659 卼 1982 58
12660 杌 1982 58
12661 扤 1982 58
12662 仡 1982 58
12663 矻 1982 58
12664 屹 1982 58
12665 刖 1982 58
12666 媼 1983 58
12667 曷 1984 61
12668 害 1984 61
12669 褐 1984 61
12670 毼 1984 61
12671 鞨 1984 61
12672 鶡 1984 61
12673 喝 1985 61
12674 猲 1985 61
12675 渴 1986 61
12676 葛 1987 61/62
12677 割 1987 62
12678 䔽 1987 62
12679 轕 1987 62
12680 匃 1987 62
12681 匄 1987 62
12682 遏 1988 62
12683 閼 1988 62
12684 堨 1988 62
12685 頞 1988 62
12686 餲 1988 62
12687 靄 1988 62
12688 䨠 1988 62
12689 末 1989 62
12690 沫 1989 62/63
12691 昩 1989 63
12692 妺 1989 63
12693 眜 1989 63
12694 抹 1989 63
12695 秣 1989 63
12696 活 1990 63
12697 括 1990 63
12698 佸 1990 63
12699 越 1990 63/64
12700 豁 1991 64
12701 𧯆 1991 64
12702 濊 1991 64
12703 闊 1992 64
12704 括 1993 64
12705 筈 1993 64
12706 鬠 1993 64
12707 聒 1993 64
12708 适 1993 64
12709 活 1993 64
12710 檜 1993 64
12711 栝 1993 64
12712 葀 1993 64
12713 鴰 1993 64
12714 佸 1993 64
12715 斡 1994 64
12716 捾 1994 64
12717 撥 1995 64/65
12718 鉢 1995 65
12719 盋 1995 65
12720 發 1995 65
12721 鱍 1995 65
12722 鮁 1995 65
12723 墢 1995 65
12724 跋 1995 65
12725 襏 1995 65
12726 茇 1995 65
12727 潑 1996 65
12728 鏺 1996 65
12729 跋 1997 65
12730 拔 1997 65
12731 胈 1997 65
12732 魃 1997 65/66
12733 妭 1997 66
12734 犮 1997 66
12735 軷 1997 66
12736 茇 1997 66
12737 鈸 1997 66
12738 撮 1998 66
12739 襊 1998 66
12740 繓 1999 66
12741 撮 1999 66
12742 攥 1999 66
12743 掇 2000 66
12744 剟 2000 66
12745 敠 2000 66/67
12746 咄 2000 67
12747 脫 2001 67
12748 侻 2001 67
12749 說 2001 67
12750 税 2001 67
12751 梲 2001 67
12752 奪 2002 67
12753 敓 2002 67
12754 脫 2002 67
12755 捋 2003 67
12756 轄 2004 69
12757 劼 2004 69
12758 鬝 2004 69
12759 鎋 2004 69
12760 舝 2004 69
12761 磍 2004 69
12762 黠 2004 69
12763 擖 2004 69
12764 蘖 2005 69
12765 嶭 2005 69
12766 枿 2005 69
12767 䡾 2005 69
12768 齾 2005 69
12769 薩 2006 69
12770 躠 2006 69
12771 摋 2006 69
12772 殺 2006 70
12773 𥻦 2006 70
12774 蔡 2006 70
12775 攃 2006 70
12776 撒 2006 70
12777 巀 2007 70
12778 囋 2007 70
12779 笪 2008 70
12780 怛 2008 70
12781 𢛁 2008 70
12782 憚 2008 70
12783 狚 2008 70
12784 妲 2008 70
12785 達 2009 70
12786 薘 2009 70
12787 闥 2010 71
12788 撻 2010 71
12789 達 2010 71
12790 羍 2010 71
12791 獺 2010 71
12792 汏 2010 71
12793 汰 2010 71
12794 澾 2010 71
12795 剌 2011 71
12796 辢 2011 71
12797 糲 2011 71
12798 捺 2012 71
12799 攃 2013 71
12800 礤 2013 71
12801 戛 2014 71/72
12802 秸 2014 72
12803 鞂 2014 72
12804 稭 2014 72
12805 頡 2014 72
12806 恝 2014 72
12807 介 2014 72
12808 扴 2014 72
12809 圿 2014 72
12810 㓤 2014 72
12811 軋 2015 72
12812 圠 2015 72
12813 輵 2015 72
12814 揠 2015 72
12815 鳦 2015 72
12816 䝟 2015 72/73
12817 猰 2015 73
12818 猾 2016 73
12819 滑 2016 73
12820 磆 2016 73
12821 八 2017 73
12822 捌 2017 73
12823 殺 2018 73
12824 煞 2018 73
12825 閷 2018 73
12826 鎩 2018 73
12827 𧜁 2018 73
12828 察 2019 73
12829 詧 2019 73
12830 䕓 2019 73
12831 刹 2019 73
12832 札 2020 73/74
12833 蚻 2020 74
12834 紮 2020 74
12835 扎 2020 74
12836 茁 2020 74
12837 豽 2021 74
12838 楬 2022 74
12839 刮 2023 74
12840 捖 2023 74
12841 劀 2023 74
12842 刖 2023 74
12843 刷 2024 74
12844 哳 2025 74
12845 帓 2026 74
12846 帕 2026 74
12847 鞨 2026 74
12848 獺 2027 74
12849 瞎 2028 74
12850 𨰉 2029 74
12851 拶 2030 74/75
12852 伐 2031 75
12853 瞂 2031 75
12854 閥 2031 75
12855 罰 2031 75
12856 垡 2031 75
12857 墢 2031 75
12858 筏 2031 75
12859 韈 2032 75
12860 髮 2033 75
12861 發 2033 75/76
12862 廢 2033 76
12863 冹 2033 76
12864 屑 2034 77
12865 㞕 2034 77
12866 僁 2034 77
12867 𨇨 2034 77
12868 殺 2034 77
12869 楔 2034 77
12870 揳 2034 77
12871 薛 2034 77
12872 𦵮 2034 77
12873 紲 2034 77
12874 絏 2034 77
12875 緤 2034 77
12876 褻 2034 77/78
12877 媟 2034 78
12878 暬 2034 78
12879 泄 2034 78
12880 渫 2034 78
12881 洩 2034 78
12882 枻 2034 78
12883 偰 2034 78
12884 契 2034 78
12885 禼 2034 78
12886 孽 2035 78
12887 𧕏 2035 78
12888 㜸 2035 78
12889 蘖 2035 78
12890 糵 2035 79
12891 𪌊 2035 79
12892 讞 2035 79
12893 䡾 2035 79
12894 钀 2035 79
12895 齧 2035 79
12896 䘽 2035 79
12897 臬 2035 79
12898 槸 2035 79
12899 闑 2035 79
12900 摰 2035 79
12901 掜 2035 79
12902 陧 2035 79
12903 臲 2035 79
12904 嵲 2035 79
12905 𡺼 2035 79
12906 嶭 2035 79
12907 蜺 2035 79
12908 霓 2035 79
12909 蛪 2035 79
12910 钀 2035 79
12911 結 2036 79
12912 袺 2036 79
12913 拮 2036 79/80
12914 紒 2036 80
12915 髻 2036 80
12916 絜 2036 80
12917 潔 2036 80
12918 鍥 2036 80
12919 𢴲 2036 80
12920 訐 2036 80
12921 羯 2036 80
12922 孑 2036 80
12923 揭 2036 80
12924 𨥂 2036 80
12925 偈 2036 80
12926 桀 2036 80
12927 闕 2037 80/81
12928 屈 2037 81
12929 𦁐 2037 81
12930 闋 2037 81
12931 缺 2037 81
12932 𡙇 2037 81
12933 朅 2038 81
12934 愒 2038 81
12935 偈 2038 81
12936 揭 2038 81
12937 別 2039 81
12938 蹩 2039 81
12939 弊 2039 81
12940 苾 2039 81
12941 馝 2039 81
12942 飶 2039 81
12943 㧙 2039 81
12944 𢱧 2039 81
12945 批 2039 81
12946 鼈 2040 81/82
12947 鷩 2040 82
12948 彆 2040 82
12949 閉 2040 82
12950 別 2040 82
12951 辯 2040 82
12952 列 2041 82
12953 烈 2041 83
12954 迣 2041 83
12955 洌 2041 83
12956 冽 2041 83
12957 裂 2041 83
12958 厲 2041 83
12959 迾 2041 83
12960 栗 2041 83
12961 蛚 2041 83
12962 栵 2041 83
12963 茢 2041 83
12964 戾 2041 83
12965 盭 2041 83
12966 攦 2041 83
12967 捩 2041 83/84
12968 月 2042 84
12969 刖 2042 84
12970 䡇 2042 84
12971 衛 2042 84
12972 悅 2042 84
12973 說 2042 84
12974 兌 2042 84
12975 閱 2042 84
12976 越 2042 84/85
12977 粵 2042 85
12978 曰 2042 85
12979 熭 2042 85
12980 鉞 2042 85
12981 戉 2042 85
12982 䋐 2042 85
12983 樾 2042 85
12984 𧑅 2042 85
12985 䬂 2042 85
12986 狘 2042 85
12987 蚏 2042 85
12988 謁 2043 85
12989 暍 2043 85
12990 閼 2043 85
12991 噎 2043 85
12992 饐 2043 85
12993 䭇 2043 85
12994 咽 2043 85
12995 翳 2043 85
12996 穴 2044 85/86
12997 烕 2045 86
12998 𣧡 2045 86
12999 𡟬 2045 86
13000 𦐋 2045 86
13001 吷 2045 86
13002 血 2045 86
13003 泬 2045 86
13004 岤 2045 86
13005 決 2045 86
13006 拙 2046 86
13007 梲 2046 86
13008 棳 2046 86
13009 準 2046 86
13010 綴 2046 86
13011 輟 2046 86
13012 罬 2046 86
13013 啜 2046 86
13014 惙 2046 86
13015 畷 2046 86
13016 剟 2046 86/87
13017 錣 2046 87
13018 餟 2046 87
13019 醊 2046 87
13020 滅 2047 87
13021 搣 2047 87
13022 蔑 2047 87
13023 眛 2047 87
13024 𦸑 2047 87
13025 懱 2047 87
13026 衊 2047 87
13027 𥽘 2047 87
13028 篾 2047 87
13029 蠛 2047 87
13030 䁾 2047 87
13031 傑 2048 87
13032 桀 2048 87
13033 榤 2048 88
13034 楬 2048 88
13035 渴 2048 88
13036 竭 2048 88
13037 揭 2048 88
13038 碣 2048 88
13039 堨 2048 88
13040 熱 2049 88
13041 撆 2050 88
13042 撇 2050 88
13043 瞥 2050 88
13044 覕 2050 88
13045 嫳 2050 88
13046 憋 2050 88
13047 潎 2050 88
13048 雪 2051 88/89
13049 挈 2052 89
13050 契 2052 89
13051 鍥 2052 89
13052 㓶 2052 89
13053 栔 2052 89
13054 朅 2052 89
13055 茁 2053 89
13056 蕝 2053 89
13057 蕞 2053 89/90
13058 絕 2054 90
13059 𢇍 2054 90
13060 說 2055 90
13061 節 2056 90
13062 楶 2056 90
13063 岊 2056 90
13064 截 2057 90
13065 𢧵 2057 91
13066 巀 2057 91
13067 鐵 2058 91
13068 銕 2058 91
13069 替 2058 91
13070 餮 2058 91
13071 驖 2058 91
13072 抉 2059 91
13073 噦 2059 91
13074 歠 2060 91
13075 啜 2060 91
13076 嚽 2060 91
13077 劣 2061 91
13078 鋝 2061 91
13079 埒 2061 91
13080 𤑔 2062 91
13081 爇 2062 91
13082 焫 2062 91
13083 呐 2062 91
13084 厥 2063 91/92
13085 劂 2063 92
13086 蹶 2063 92
13087 蹷 2063 92
13088 蕨 2063 92
13089 蟨 2063 92
13090 瘚 2063 92
13091 玦 2063 92
13092 觼 2063 92/93
13093 鐍 2063 93
13094 譎 2063 93
13095 矞 2063 93
13096 決 2063 93
13097 訣 2063 93
13098 觖 2063 93
13099 抉 2063 93
13100 趹 2063 93
13101 鴂 2063 93
13102 鴃 2063 93
13103 䳏 2063 93
13104 蚗 2063 93
13105 潏 2063 93
13106 𧤾 2063 93
13107 駃 2063 93/94
13108 徹 2064 94
13109 撤 2064 94
13110 聅 2064 94
13111 硩 2064 94
13112 掣 2064 94
13113 轍 2065 94
13114 軼 2065 94
13115 𨅊 2065 94
13116 徹 2065 94
13117 撤 2065 94
13118 池 2065 94
13119 澈 2065 94
13120 橜 2066 94
13121 橛 2066 94
13122 鷢 2066 94
13123 掘 2066 94
13124 拙 2066 94/95
13125 𢪏 2066 95
13126 撅 2066 95
13127 闕 2066 95
13128 浙 2067 95
13129 淛 2067 95
13130 制 2067 95
13131 晣 2067 95
13132 㫼 2067 95
13133 晢 2067 95
13134 哲 2067 95
13135 喆 2067 95
13136 悊 2067 95
13137 蜇 2067 95
13138 折 2067 95
13139 纈 2068 95/96
13140 襭 2068 96
13141 擷 2068 96
13142 頡 2068 96
13143 絜 2068 96
13144 揳 2068 96
13145 奊 2068 96
13146 曳 2069 96
13147 拽 2069 96
13148 緳 2069 96
13149 設 2070 96
13150 鎩 2070 96
13151 涅 2071 96
13152 篞 2071 96
13153 苶 2071 96
13154 𥔄 2071 96
13155 舌 2072 96/97
13156 折 2072 97
13157 揲 2072 97
13158 𢶅 2072 97
13159 耋 2073 97
13160 姪 2073 97
13161 臷 2073 97
13162 絰 2073 97
13163 垤 2073 97
13164 眣 2073 97
13165 柣 2073 97
13166 跌 2073 97
13167 迭 2073 97
13168 咥 2073 97
13169 瓞 2073 97
13170 軼 2073 97
13171 昳 2073 97/98
13172 歇 2074 98
13173 猲 2074 98
13174 蠍 2074 98
13175 切 2075 98
13176 漆 2075 98
13177 竊 2075 98
13178 𪙌 2075 98
13179 刷 2076 98
13180 藥 2077 101
13181 躍 2077 101
13182 礿 2077 101/102
13183 禴 2077 102
13184 瀹 2077 102
13185 𤅰 2077 102
13186 爚 2077 102
13187 龠 2077 102
13188 籥 2077 102
13189 鑰 2077 102
13190 鸙 2077 102
13191 虐 2077 102
13192 瘧 2077 102
13193 嶽 2078 102
13194 岳 2078 102
13195 鸑 2078 102
13196 樂 2078 102
13197 渥 2079 102/103
13198 剭 2079 103
13199 喔 2079 103
13200 握 2079 103
13201 幄 2079 103
13202 偓 2079 103
13203 約 2080 103
13204 箹 2080 103
13205 葯 2080 103
13206 蒦 2080 103
13207 謔 2081 103
13208 縛 2082 103
13209 削 2083 103
13210 索 2084 103/104
13211 𢱢 2084 104
13212 錯 2085 104
13213 厝 2085 104
13214 剒 2085 104
13215 縒 2085 104
13216 鵲 2086 104
13217 皵 2086 104
13218 碏 2086 104
13219 舄 2086 104
13220 猎 2086 104
13221 芍 2086 104
13222 踖 2086 104
13223 皭 2087 104
13224 嚼 2087 104
13225 爵 2088 104/105
13226 雀 2088 105
13227 爝 2088 105
13228 燋 2088 105
13229 作 2089 105
13230 鑿 2089 105
13231 糳 2089 105
13232 昨 2090 105
13233 酢 2090 105
13234 鑿 2090 105
13235 𣫞 2090 105
13236 柞 2090 105
13237 筰 2090 105
13238 笮 2090 105
13239 莋 2090 105
13240 怍 2090 105
13241 㤰 2090 105/106
13242 鑠 2091 106
13243 爍 2091 106
13244 浞 2092 106
13245 鋜 2092 106
13246 灂 2092 106
13247 鷟 2092 106
13248 籗 2092 106
13249 汋 2092 106
13250 齺 2092 106
13251 朔 2093 106
13252 數 2093 106
13253 蒴 2093 106
13254 矟 2093 106
13255 槊 2093 106
13256 箾 2093 106/107
13257 嗽 2093 107
13258 灼 2094 107
13259 焯 2094 107
13260 炤 2094 107
13261 勺 2094 107
13262 汋 2094 107
13263 酌 2094 107
13264 芍 2094 107
13265 妁 2094 107
13266 彴 2094 107
13267 𦅾 2094 107
13268 繳 2094 107
13269 禚 2094 107
13270 斫 2094 107
13271 钃 2094 107
13272 箸 2094 107
13273 鐯 2094 107
13274 箸 2095 107
13275 著 2095 108
13276 綽 2096 108
13277 婥 2096 108
13278 繛 2096 108
13279 逴 2096 108
13280 婼 2096 108
13281 躇 2096 108
13282 𤟭 2096 108
13283 趠 2096 108
13284 踔 2096 108
13285 簎 2096 108
13286 杓 2097 108
13287 勺 2097 108
13288 汋 2097 108
13289 若 2098 108/109
13290 弱 2098 109
13291 蒻 2098 109
13292 溺 2098 109
13293 鄀 2098 109
13294 箬 2098 109
13295 芍 2098 109
13296 嫋 2098 109
13297 略 2099 109
13298 䂮 2099 110
13299 㗉 2099 110
13300 掠 2099 110
13301 剠 2099 110
13302 𧐑 2099 110
13303 却 2100 110
13304 卻 2100 110
13305 㕁 2100 110
13306 𣪊 2100 110
13307 愨 2100 110
13308 𢡱 2100 110
13309 殼 2100 110
13310 𪃟 2100 110
13311 㲉 2100 110
13312 確 2100 110
13313 埆 2100 110
13314 硞 2100 110
13315 搉 2100 110
13316 毃 2100 110
13317 礐 2100 110
13318 躩 2101 110
13319 恪 2102 110/111
13320 覺 2103 111
13321 角 2103 111
13322 觳 2103 111
13323 捔 2103 111
13324 确 2103 111
13325 龣 2103 111
13326 桷 2103 111
13327 搉 2103 111
13328 榷 2103 111/112
13329 梏 2103 112
13330 較 2103 112
13331 䡈 2103 112
13332 瑴 2103 112
13333 玨 2103 112
13334 斠 2103 112
13335 傕 2103 112
13336 脚 2103 112
13337 腳 2103 112
13338 蹻 2103 112
13339 屩 2103 112
13340 屫 2103 112
13341 噱 2104 112
13342 臄 2104 112
13343 醵 2104 112
13344 蹻 2104 112/113
13345 矍 2105 113
13346 戄 2105 113
13347 攫 2105 113
13348 钁 2105 113
13349 玃 2105 113
13350 各 2106 113
13351 閣 2106 113
13352 格 2106 113
13353 袼 2106 113/114
13354 雘 2107 114
13355 蠖 2107 114
13356 𩟓 2107 114
13357 籰 2107 114
13358 矱 2107 114
13359 霍 2108 114
13360 藿 2108 114
13361 𧆑 2108 114
13362 靃 2108 114
13363 攉 2108 114
13364 霩 2108 114
13365 彉 2108 114
13366 彍 2108 114
13367 癨 2108 114
13368 穫 2109 114
13369 鑊 2109 114
13370 濩 2109 115
13371 獲 2109 115
13372 擭 2109 115
13373 彠 2109 115
13374 嬳 2109 115
13375 矱 2109 115
13376 韄 2109 115
13377 戄 2110 115
13378 託 2111 115
13379 侂 2111 115
13380 橐 2111 115
13381 柝 2111 115
13382 𣟄 2111 115
13383 𣔳 2111 115
13384 拓 2111 115
13385 魄 2111 115
13386 蘀 2111 115
13387 籜 2111 115
13388 袥 2111 115
13389 洛 2112 115/116
13390 雒 2112 116
13391 𩂣 2112 116
13392 酪 2112 116
13393 落 2112 116
13394 路 2112 116/117
13395 絡 2112 117
13396 珞 2112 117
13397 硌 2112 117
13398 樂 2112 117
13399 㓢 2112 117
13400 烙 2112 117
13401 轢 2112 117
13402 櫟 2112 117
13403 濼 2112 117
13404 駱 2112 117
13405 犖 2112 117
13406 諾 2113 117
13407 搦 2113 117
13408 掉 2113 117
13409 博 2114 117/118
13410 簙 2114 118
13411 襮 2114 118
13412 搏 2114 118
13413 薄 2114 118
13414 鎛 2114 118
13415 鑮 2114 118
13416 膊 2114 118
13417 拍 2114 118
13418 欂 2114 118
13419 溥 2114 118
13420 餺 2114 118
13421 剝 2114 118
13422 駮 2114 118
13423 駁 2114 118
13424 爆 2114 118
13425 𤒺 2114 118
13426 嚗 2114 118
13427 雹 2115 118/119
13428 彴 2115 119
13429 犦 2115 119
13430 𤜌 2115 119
13431 撲 2115 119
13432 瓝 2115 119
13433 懪 2115 119
13434 暴 2115 119
13435 𢷏 2115 119
13436 骲 2115 119
13437 瓟 2115 119
13438 泊 2115 119
13439 怕 2115 119
13440 薄 2115 119
13441 魄 2115 119
13442 箔 2115 119
13443 簿 2115 119
13444 亳 2115 119
13445 礴 2115 119/120
13446 欂 2115 120
13447 鐸 2116 120
13448 度 2116 120
13449 剫 2116 120
13450 凙 2116 120
13451 澤 2116 120
13452 𢜬 2116 120
13453 朴 2117 120
13454 濼 2117 120
13455 薄 2117 120
13456 膊 2117 121
13457 𦢸 2117 121
13458 璞 2117 121
13459 樸 2117 121
13460 粕 2117 121
13461 魄 2117 121
13462 鏷 2117 121
13463 鞄 2117 121
13464 鮑 2117 121
13465 颮 2117 121
13466 撲 2117 121
13467 扑 2117 121
13468 莫 2118 121
13469 幕 2118 121/122
13470 漠 2118 122
13471 鄚 2118 122
13472 膜 2118 122
13473 摸 2118 122
13474 瘼 2118 122
13475 寞 2118 122
13476 鏌 2118 122
13477 瞙 2118 122
13478 塻 2118 122
13479 邈 2118 122
13480 藐 2118 122
13481 貌 2118 122
13482 皃 2118 122
13483 鶴 2119 122/123
13484 鸖 2119 123
13485 貉 2119 123
13486 𠗂 2119 123
13487 涸 2119 123
13488 格 2119 123
13489 臛 2120 123
13490 鄗 2120 123
13491 郝 2120 123
13492 蠚 2120 123
13493 壑 2120 123
13494 嗃 2120 123
13495 謞 2120 123
13496 熇 2120 123
13497 歊 2120 123
13498 藃 2120 124
13499 學 2121 124
13500 鷽 2121 124
13501 壆 2121 124
13502 确 2121 124
13503 翯 2121 124
13504 鶴 2121 124
13505 㿥 2121 124
13506 澩 2121 124
13507 觳 2121 124
13508 嗀 2121 124
13509 嗃 2121 124
13510 藃 2121 124
13511 滈 2121 124
13512 𩌊 2121 124
13513 䓼 2121 124
13514 廓 2122 124
13515 鞹 2122 125
13516 擴 2122 125
13517 漷 2122 125
13518 郭 2123 125
13519 槨 2123 125
13520 椁 2123 125
13521 惡 2124 125
13522 𢙣 2124 125
13523 堊 2124 125
13524 蝁 2124 125
13525 諤 2125 125
13526 噩 2125 125
13527 蘁 2125 125
13528 愕 2125 125
13529 鄂 2125 125
13530 堮 2125 125
13531 鍔 2125 125
13532 咢 2125 125
13533 崿 2125 125
13534 㟧 2125 126
13535 㠋 2125 126
13536 𦹛 2125 126
13537 鰐 2125 126
13538 鶚 2125 126
13539 遻 2125 126
13540 鱷 2125 126
13541 娖 2126 126
13542 齪 2126 126
13543 齱 2126 126
13544 𪘏 2126 126
13545 簎 2126 126
13546 擉 2126 126
13547 捉 2127 126
13548 斮 2127 126
13549 穛 2127 126
13550 穱 2127 126
13551 斲 2127 126
13552 琢 2127 126
13553 椓 2127 126
13554 諑 2127 126
13555 卓 2127 126
13556 踔 2127 127
13557 倬 2127 127
13558 啄 2127 127
13559 涿 2127 127
13560 斸 2127 127
13561 瘃 2127 127
13562 㧻 2127 127
13563 濁 2128 127
13564 濯 2128 127
13565 擢 2128 127
13566 鐲 2128 127
13567 陌 2129 131
13568 佰 2129 131
13569 貊 2129 131
13570 貉 2129 131
13571 狢 2129 131
13572 貃 2129 131
13573 莫 2129 131
13574 貉 2129 131
13575 貘 2129 131
13576 驀 2129 131
13577 百 2129 131/132
13578 麥 2129 132
13579 霢 2129 132
13580 霡 2129 132
13581 脉 2129 132/133
13582 脈 2129 133
13583 覛 2129 133
13584 拍 2130 133
13585 魄 2130 133
13586 霸 2130 133
13587 珀 2130 133
13588 䤨 2130 133
13589 百 2131 133/134
13590 佰 2131 134
13591 伯 2131 134
13592 迫 2131 134
13593 柏 2131 134
13594 栢 2131 134
13595 𦯉 2131 134
13596 㼣 2131 134
13597 白 2132 134
13598 帛 2132 134/135
13599 舶 2132 135
13600 鮊 2132 135
13601 宅 2133 135
13602 澤 2133 135
13603 凙 2133 135
13604 檡 2133 135
13605 睪 2133 135
13606 擇 2133 135
13607 翟 2133 135
13608 鸅 2133 135
13609 坼 2134 135/136
13610 宅 2134 136
13611 拆 2134 136
13612 䞣 2134 136
13613 𡍩 2134 136
13614 策 2134 136
13615 筴 2134 136
13616 冊 2134 136
13617 柵 2134 136
13618 檗 2135 136
13619 擘 2135 136
13620 捭 2135 136
13621 赫 2136 136/137
13622 嚇 2136 137
13623 爀 2136 137
13624 黑 2137 137
13625 客 2138 137
13626 喀 2138 137
13627 揢 2138 137
13628 克 2138 137
13629 剋 2138 137
13630 刻 2138 137/138
13631 格 2139 138
13632 𢓜 2139 138
13633 徦 2139 138
13634 㦴 2139 138
13635 挌 2139 138
13636 骼 2139 138
13637 髂 2139 138
13638 觡 2139 138
13639 茖 2139 138
13640 烙 2139 138/139
13641 隔 2139 139
13642 鬲 2139 139
13643 膈 2139 139
13644 革 2139 139
13645 額 2140 139
